PartitionKey,RowKey,Timestamp,Level,Level@type,Name,Name@type,Source,Source@type,SourceName,SourceName@type,Text,Text@type,Metadata,Metadata@type
Core,Archetype-Ballistic Approach-Firestorm-3,2023-05-30T20:15:42.7129525Z,3,Int32,Firestorm,String,Archetype,String,Ballistic Approach,String,"_**Ballistic Approach:** 3rd level_
You gain proficiency in martial blasters with the burst or rapid property. Additionally, you've learned to use ranged weapons with untold fury. While wielding a blaster with which you are proficient, you gain the following benefits:
- You can use your choice of Strength or Dexterity modifier for the attack and damage rolls of blaster weapons against targets within 30 feet of you. You must use the same modifier for both rolls.
- When you use a blaster as an improvised weapon, you are considered proficient with it.",String,,
Core,Archetype-Ballistic Approach-Rampage-6,2023-05-30T20:15:42.7139526Z,6,Int32,Rampage,String,Archetype,String,Ballistic Approach,String,"_**Ballistic Approach:** 6th level_
While raging, when you deal damage with a blaster with which you are proficient, and you added your Strength modifier to the damage roll, you can use a bonus action to move up to half your speed towards your target. You must end this movement closer to your target than you started. If you end this movement within 5 feet of your target, you can make one melee weapon attack with your blaster as a part of this bonus action.",String,,
Core,Archetype-Beguiler Practice-Enthralling Vigor-13,2023-05-30T20:15:42.7889099Z,13,Int32,Enthralling Vigor,String,Archetype,String,Beguiler Practice,String,"_**Beguiler Practice:** 13th level_
Whenever a creature fails a Wisdom or Charisma saving throw against a force power or class feature you use, you can gain temporary hit points equal to half your operative level + your Charisma modifier (minimum of +1).
You can use this feature five times. You gain an additional use at 17th level. You regain all expended uses when you finish a short or long rest.",String,,
Core,Archetype-Beguiler Practice-Fascinating Display-3,2023-05-30T20:15:42.7889099Z,3,Int32,Fascinating Display,String,Archetype,String,Beguiler Practice,String,"_**Beguiler Practice:** 3rd level_
You can spend 1 minute attemping to distract and enthrall those around you. Choose a number of humanoids within 60 feet of you who watched your display for the duration, up to a number equal to your Charisma modifier (minimum of one). Each target must succeed on a Wisdom saving throw (DC = 8 + your proficiency bonus + your Charisma modifier) or be charmed by you. While charmed in this way, the target idolizes you, speaking glowingly of you to anyone who talks to it. Additionally, it hinders anyone who opposes you, although it avoids violence unless it was already inclined to fight on your behalf. This effect ends on a target after 1 hour, if it takes any damage, if you attack it, or if it witnesses you attacking or damaging any of its allies. If a target succeeds on this saving throw, the target has no hint you tried to charm it.
Once you've used this feature, you must complete a long rest before you can use it again.",String,,
Core,Archetype-Beguiler Practice-Forcecasting-3,2023-05-30T20:15:42.7889099Z,3,Int32,Forcecasting,String,Archetype,String,Beguiler Practice,String,"_**Beguiler Practice:** 3rd level_
You have derived powers from your emotional connection to the Force. See chapter 10 for the general rules of forcecasting and chapter 11 for the force powers list.
#### Force Powers Known
You learn 4 force powers of your choice, and you learn more at higher levels, as shown in the Force Powers Known column of the Beguiler Practice Forcecasting table. You may not learn a force power of a level higher than your Max Power Level, and you may learn a force power at the same time you learn its prerequisite.
#### Force Points
You have a number of force points equal to your operative level, as shown in the Force Points column of the Beguiler Practice Forcecasting table, + your Wisdom or Charisma modifier (your choice). You use these force points to cast force powers. You regain all expended force points when you finish a long rest.
#### Max Power Level
Many force powers can be overpowered, consuming more force points to create a greater effect. You can overpower these abilities to a maximum level, which increases at higher levels, as shown in the Max Power Level column of the Beguiler Practice Forcecasting table.
You may only cast force powers at 4th-level once. You regain the ability to do so after a long rest.
#### Forcecasting Ability
Your forcecasting ability varies based on the alignment of the powers you cast. You use your Wisdom for light side powers, Charisma for dark side powers, and Wisdom or Charisma for universal powers (your choice). You use this ability whenever a power refers to your forcecasting ability. Additionally, you use this ability modifier when setting the saving throw DC for a force power you cast and when making an attack roll with one.
___
**Force save DC** = 8 + your proficiency bonus + your forcecasting ability modifier
___
**Force attack modifier** = your proficiency bonus + your forcecasting ability modifier
___",String,,
Core,Archetype-Beguiler Practice-Mesmerizing Presence-9,2023-05-30T20:15:42.7889099Z,9,Int32,Mesmerizing Presence,String,Archetype,String,Beguiler Practice,String,"_**Beguiler Practice:** 9th level_
You have advantage on attack rolls against creatures charmed by you.",String,,
Core,Archetype-Blademaster Specialist-Adaptive Fighting-3,2023-05-30T20:15:42.7239459Z,3,Int32,Adaptive Fighting,String,Archetype,String,Blademaster Specialist,String,"_**Blademaster Specialist:** 3rd level_
You've learned to make adaptations to your fighting style on the fly. You have three such effects: Change Up, Draw, and Stow. When you use your Adaptive Fighting, you choose which effect to create.
You can use this feature twice. You gain an additional use at 5th, 9th, 13th, and 17th level. You regain all expended uses when you complete a short or long rest.
#### Change Up
You can use your object interaction and expend a use of your Adaptive Fighting to change the Fighting Style option granted to you by your fighter class feature.
#### Draw
When you use your object interaction to draw one or more weapons, you can expend a use of your Adaptive Fighting (no action required) to increase your critical hit range by 1 with the weapon(s) until the start of your next turn.
#### Stow
When you use your object interaction to stow a weapon, you can expend a use of your Adaptive Fighting (no action required) to take the Disengage action.",String,,
Core,Archetype-Blademaster Specialist-Adrenaline Rush-15,2023-05-30T20:15:42.7249456Z,15,Int32,Adrenaline Rush,String,Archetype,String,Blademaster Specialist,String,"_**Blademaster Specialist:** 15th level_
When you use your Action Surge feature, you can take an extra bonus action on top of the additional action.",String,,
Core,Archetype-Blademaster Specialist-Dervish-7,2023-05-30T20:15:42.7239459Z,7,Int32,Dervish,String,Archetype,String,Blademaster Specialist,String,"_**Blademaster Specialist:** 7th level_
When you score a critical hit with a melee weapon attack, you regain an expended use of your Adaptive Fighting.",String,,
Core,Archetype-Blademaster Specialist-Resilient Fighting-10,2023-05-30T20:15:42.7249456Z,10,Int32,Resilient Fighting,String,Archetype,String,Blademaster Specialist,String,"_**Blademaster Specialist:** 10th level_
When you expend a use of your Adaptive Fighting, you gain resistance to energy and kinetic damage dealt by weapons until the start of your next turn.",String,,
Core,Archetype-Blademaster Specialist-Unarmored Defense-3,2023-05-30T20:15:42.7239459Z,3,Int32,Unarmored Defense,String,Archetype,String,Blademaster Specialist,String,"_**Blademaster Specialist:** 3rd level_
While you are wearing no armor and not wielding a shield, your AC equals 10 + your Dexterity modifier + your Strength modifier.",String,,
Core,Archetype-Bulwark Technique-Bonus Proficiencies-3,2023-05-30T20:15:42.7929069Z,3,Int32,Bonus Proficiencies,String,Archetype,String,Bulwark Technique,String,"_**Bulwark Technique:** 3rd level_
You gain proficiency in heavy armor.",String,,
Core,Archetype-Bulwark Technique-Mark of the Bulwark-3,2023-05-30T20:15:42.7929069Z,3,Int32,Mark of the Bulwark,String,Archetype,String,Bulwark Technique,String,"_**Bulwark Technique:** 3rd level_
When the target of your Ranger's Quarry feature makes a melee attack against a friendly creature within 5 feet of you, you can use your reaction to force the attack to target you instead. If the attack hits, and your Personal Barrier has hit points, the attacking creature takes bonus damage equal to your Ranger's Quarry Damage Die.",String,,
Core,Archetype-Bulwark Technique-Personal Barrier-3,2023-05-30T20:15:42.7929069Z,3,Int32,Personal Barrier,String,Archetype,String,Bulwark Technique,String,"_**Bulwark Technique:** 3rd level_
You gain access to a powerful personal barrier. Whenever you complete a short or long rest, you create a barrier on yourself that lasts until you finish a short or long rest. That barrier has hit points equal to twice your scout level + your Intelligence modifier. Your barrier can never have hit points greater than twice your scout level + your Intelligence modifier.
Whenever you take damage, the barrier takes the damage instead. If this damage reduces the barrier to 0 hit points, you take any remaining damage.
While the barrier has 0 hit points, it can't absorb damage, but its power remains. Whenever you cast a tech power of 1st level or higher, your barrier regains hit points equal to the number of tech points spent.
Additionally, for as long as your barrier has hit points, you gain the following benefits:
- You are considered proficient in Constitution saving throws for the purpose of maintaining concentration on tech powers.
- Hostile creatures that hit you with melee attacks take energy damage equal to your Intelligence modifier (minimum of one).",String,,
Core,Archetype-Bulwark Technique-Projected Barrier-11,2023-05-30T20:15:42.7939079Z,11,Int32,Projected Barrier,String,Archetype,String,Bulwark Technique,String,"_**Bulwark Technique:** 7th, 11th, and 17th level_
You've learned how to manipulate your barrier to create new effects. As an action, you can spend three of your barrier's hit points to create a unique effect. You have three such effects: Projected Sphere, Projected Maelstrom, and Projected Wave. When you use your Projected Barrier, you choose which effect to create.
Some Projected Barrier Effects require saving throws. When you use such an effect from this class, the DC equals your tech save DC.
If your barrier's hit points are reduced to 0, any Projected Barrier features immediately end.
#### Projected Sphere
You create a protective spherical barrier in a 5-foot-radius sphere a point you can see within 30 feet that lasts until the start of your next turn. Creatures within the barrier have three-quarters cover from attacks originating from outside the barrier. You can maintain the barrier by spending an additional barrier hit point at the start of each of your turns (no action required).
#### Projected Maelstrom
You create an unstable energy maelstrom in a 5-foot cube at a point you can see within 30 feet that lasts until the start of your next turn. A creature takes 4d4 energy damage when it enters the area for the first time on a turn or starts its turn there. You can maintain the barrier by spending an additional barrier hit point at the start of each of your turns (no action required). 
This feature's damage increases by 1d4 when you reach 11th level (5d4) and 17th level (6d4).
#### Projected Wave
You create a wave of barrier energy in a 15-foot cone. Each creature within the cone must make a Dexterity saving throw. On a failed save, a creature takes 2d6 energy damage and is pushed back to the edge of the cone. On a success, they take half damage and aren't pushed.
This feature's damage increases by 1d6 when you reach 11th level (3d6) and 17th level (4d6).",String,,
Core,Archetype-Bulwark Technique-Projected Barrier-17,2023-05-30T20:15:42.7939079Z,17,Int32,Projected Barrier,String,Archetype,String,Bulwark Technique,String,"_**Bulwark Technique:** 7th, 11th, and 17th level_
You've learned how to manipulate your barrier to create new effects. As an action, you can spend three of your barrier's hit points to create a unique effect. You have three such effects: Projected Sphere, Projected Maelstrom, and Projected Wave. When you use your Projected Barrier, you choose which effect to create.
Some Projected Barrier Effects require saving throws. When you use such an effect from this class, the DC equals your tech save DC.
If your barrier's hit points are reduced to 0, any Projected Barrier features immediately end.
#### Projected Sphere
You create a protective spherical barrier in a 5-foot-radius sphere a point you can see within 30 feet that lasts until the start of your next turn. Creatures within the barrier have three-quarters cover from attacks originating from outside the barrier. You can maintain the barrier by spending an additional barrier hit point at the start of each of your turns (no action required).
#### Projected Maelstrom
You create an unstable energy maelstrom in a 5-foot cube at a point you can see within 30 feet that lasts until the start of your next turn. A creature takes 4d4 energy damage when it enters the area for the first time on a turn or starts its turn there. You can maintain the barrier by spending an additional barrier hit point at the start of each of your turns (no action required). 
This feature's damage increases by 1d4 when you reach 11th level (5d4) and 17th level (6d4).
#### Projected Wave
You create a wave of barrier energy in a 15-foot cone. Each creature within the cone must make a Dexterity saving throw. On a failed save, a creature takes 2d6 energy damage and is pushed back to the edge of the cone. On a success, they take half damage and aren't pushed.
This feature's damage increases by 1d6 when you reach 11th level (3d6) and 17th level (4d6).",String,,
Core,Archetype-Bulwark Technique-Projected Barrier-7,2023-05-30T20:15:42.7939079Z,7,Int32,Projected Barrier,String,Archetype,String,Bulwark Technique,String,"_**Bulwark Technique:** 7th, 11th, and 17th level_
You've learned how to manipulate your barrier to create new effects. As an action, you can spend three of your barrier's hit points to create a unique effect. You have three such effects: Projected Sphere, Projected Maelstrom, and Projected Wave. When you use your Projected Barrier, you choose which effect to create.
Some Projected Barrier Effects require saving throws. When you use such an effect from this class, the DC equals your tech save DC.
If your barrier's hit points are reduced to 0, any Projected Barrier features immediately end.
#### Projected Sphere
You create a protective spherical barrier in a 5-foot-radius sphere a point you can see within 30 feet that lasts until the start of your next turn. Creatures within the barrier have three-quarters cover from attacks originating from outside the barrier. You can maintain the barrier by spending an additional barrier hit point at the start of each of your turns (no action required).
#### Projected Maelstrom
You create an unstable energy maelstrom in a 5-foot cube at a point you can see within 30 feet that lasts until the start of your next turn. A creature takes 4d4 energy damage when it enters the area for the first time on a turn or starts its turn there. You can maintain the barrier by spending an additional barrier hit point at the start of each of your turns (no action required). 
This feature's damage increases by 1d4 when you reach 11th level (5d4) and 17th level (6d4).
#### Projected Wave
You create a wave of barrier energy in a 15-foot cone. Each creature within the cone must make a Dexterity saving throw. On a failed save, a creature takes 2d6 energy damage and is pushed back to the edge of the cone. On a success, they take half damage and aren't pushed.
This feature's damage increases by 1d6 when you reach 11th level (3d6) and 17th level (4d6).",String,,
Core,Archetype-Bulwark Technique-Regenerative Shielding-11,2023-05-30T20:15:42.7939079Z,11,Int32,Regenerative Shielding,String,Archetype,String,Bulwark Technique,String,"_**Bulwark Technique:** 11th level_
When a hostile creature forces you to make a saving throw and you succeed, your personal barrier regains hit points equal to your Intelligence modifier.",String,,
Core,Archetype-Crimson Order-Crimson Armaments-3,2023-05-30T20:15:42.7869105Z,3,Int32,Crimson Armaments,String,Archetype,String,Crimson Order,String,"_**Crimson Order:** 3rd level_
You gain proficiency in light and medium armor. If you are already proficient in light and medium armor, you instead gain proficiency in heavy armor. Additionally, you can now gain the benefits of your Martial Arts and Unarmored Movement features while wearing armor as long as you are not wielding a shield.
Additionally, you've learned to adapt to new weaponry. Over the course of an hour, which can be performed during a short rest, you can perform a kata with a weapon of your choice. You gain proficiency in that weapon if you do not already have proficiency, and it becomes a monk weapon for you. You can only adapt to one weapon at a time, and if you attempt to adapt to another weapon you immediately lose your proficiency with the chosen weapon.",String,,
