PartitionKey,RowKey,Timestamp,AdventuringGearType,AdventuringGearType@type,ConsumableType,ConsumableType@type,ContentSource,ContentSource@type,ContentType,ContentType@type,CyberneticAugmentationType,CyberneticAugmentationType@type,DroidCustomizationType,DroidCustomizationType@type,EnhancedArmorType,EnhancedArmorType@type,EnhancedShieldType,EnhancedShieldType@type,EnhancedWeaponType,EnhancedWeaponType@type,FocusType,FocusType@type,HasPrerequisite,HasPrerequisite@type,ItemModificationType,ItemModificationType@type,Name,Name@type,RarityOptionsJson,RarityOptionsJson@type,RarityText,RarityText@type,RequiresAttunement,RequiresAttunement@type,Subtype,Subtype@type,Text,Text@type,Type,Type@type,ValuableType,ValuableType@type,Prerequisite,Prerequisite@type
Core,Accessing Motherboard (Excellent),2023-05-30T20:15:16.2060702Z,None,String,None,String,WH,String,Core,String,None,String,None,String,None,String,None,String,None,String,None,String,false,Boolean,None,String,Accessing Motherboard (Excellent),String,"[""Advanced""]",String,advanced,String,false,Boolean,wristpad,String,"This item gains the accessing 4 property. If it already has the accessing property, its accessing number increases by 4, to a maximum of 6.",String,ItemModification,String,None,String,,
Core,Accessing Motherboard (Leading),2023-05-30T20:15:16.2060702Z,None,String,None,String,WH,String,Core,String,None,String,None,String,None,String,None,String,None,String,None,String,false,Boolean,None,String,Accessing Motherboard (Leading),String,"[""Prototype""]",String,prototype,String,false,Boolean,wristpad,String,"This item gains the accessing 3 property. If it already has the accessing property, its accessing number increases by 3, to a maximum of 6.",String,ItemModification,String,None,String,,
Core,Accessing Motherboard (Outstanding),2023-05-30T20:15:16.2060702Z,None,String,None,String,WH,String,Core,String,None,String,None,String,None,String,None,String,None,String,None,String,false,Boolean,None,String,Accessing Motherboard (Outstanding),String,"[""Legendary""]",String,legendary,String,false,Boolean,wristpad,String,"This item gains the accessing 5 property. If it already has the accessing property, its accessing number increases by 5, to a maximum of 6.",String,ItemModification,String,None,String,,
Core,Accessing Motherboard (Prime),2023-05-30T20:15:16.2060702Z,None,String,None,String,WH,String,Core,String,None,String,None,String,None,String,None,String,None,String,None,String,false,Boolean,None,String,Accessing Motherboard (Prime),String,"[""Artifact""]",String,artifact,String,false,Boolean,wristpad,String,"This item gains the accessing 6 property. If it already has the accessing property, its accessing number increases to 6.",String,ItemModification,String,None,String,,
Core,Accessing Motherboard (Simple),2023-05-30T20:15:16.2060702Z,None,String,None,String,WH,String,Core,String,None,String,None,String,None,String,None,String,None,String,None,String,false,Boolean,None,String,Accessing Motherboard (Simple),String,"[""Standard""]",String,standard,String,false,Boolean,wristpad,String,"This item gains the accessing 1 property. If it already has the accessing property, its accessing number increases by 1, to a maximum of 6.",String,ItemModification,String,None,String,,
Core,Accuracy Focus Mk I,2023-05-30T20:15:16.1830822Z,None,String,None,String,WH,String,Core,String,None,String,None,String,None,String,None,String,None,String,None,String,false,Boolean,None,String,Accuracy Focus Mk I,String,"[""Standard""]",String,standard,String,false,Boolean,blaster,String,You gain a +1 bonus to attack rolls and a -1 penalty to damage rolls made with this weapon.,String,ItemModification,String,None,String,,
Core,Accuracy Focus Mk II,2023-05-30T20:15:16.1830822Z,None,String,None,String,WH,String,Core,String,None,String,None,String,None,String,None,String,None,String,None,String,false,Boolean,None,String,Accuracy Focus Mk II,String,"[""Premium""]",String,premium,String,false,Boolean,blaster,String,You gain a +1 bonus to attack rolls made with this weapon.,String,ItemModification,String,None,String,,
Core,Accuracy Focus Mk III,2023-05-30T20:15:16.1830822Z,None,String,None,String,WH,String,Core,String,None,String,None,String,None,String,None,String,None,String,None,String,false,Boolean,None,String,Accuracy Focus Mk III,String,"[""Prototype""]",String,prototype,String,false,Boolean,blaster,String,You gain a +2 bonus to attack rolls made with this weapon.,String,ItemModification,String,None,String,,
Core,Accuracy Focus Mk IV,2023-05-30T20:15:16.1830822Z,None,String,None,String,WH,String,Core,String,None,String,None,String,None,String,None,String,None,String,None,String,false,Boolean,None,String,Accuracy Focus Mk IV,String,"[""Advanced""]",String,advanced,String,false,Boolean,blaster,String,You gain a +3 bonus to attack rolls made with this weapon.,String,ItemModification,String,None,String,,
Core,Ace Pilot's Pattern (Basic),2023-05-30T20:15:16.7457619Z,None,String,None,String,WH,String,Core,String,None,String,None,String,None,String,None,String,None,String,None,String,false,Boolean,None,String,Ace Pilot's Pattern (Basic),String,"[""Standard""]",String,standard,String,false,Boolean,clothing,String,"Your level of proficiency in Piloting increases by one step (to trained, from trained to proficient, from proficient to expertise, from expertise to mastery, from mastery to high mastery, or from high mastery to grand mastery).",String,ItemModification,String,None,String,,
Core,Ace Pilot's Pattern (Choice),2023-05-30T20:15:16.7457619Z,None,String,None,String,WH,String,Core,String,None,String,None,String,None,String,None,String,None,String,None,String,false,Boolean,None,String,Ace Pilot's Pattern (Choice),String,"[""Advanced""]",String,advanced,String,false,Boolean,clothing,String,"Your level of proficiency in Piloting increases by four steps (to mastery, from trained to high mastery, or from proficient to grand mastery).",String,ItemModification,String,None,String,,
Core,Ace Pilot's Pattern (Elite),2023-05-30T20:15:16.7457619Z,None,String,None,String,WH,String,Core,String,None,String,None,String,None,String,None,String,None,String,None,String,false,Boolean,None,String,Ace Pilot's Pattern (Elite),String,"[""Legendary""]",String,legendary,String,false,Boolean,clothing,String,Your level of proficiency in Piloting increases by five steps (to high mastery or from trained to grand mastery).,String,ItemModification,String,None,String,,
Core,Ace Pilot's Pattern (Exquisite),2023-05-30T20:15:16.7457619Z,None,String,None,String,WH,String,Core,String,None,String,None,String,None,String,None,String,None,String,None,String,false,Boolean,None,String,Ace Pilot's Pattern (Exquisite),String,"[""Artifact""]",String,artifact,String,false,Boolean,clothing,String,You gain grand mastery in Piloting.,String,ItemModification,String,None,String,,
Core,Ace Pilot's Pattern (Favored),2023-05-30T20:15:16.7457619Z,None,String,None,String,WH,String,Core,String,None,String,None,String,None,String,None,String,None,String,None,String,false,Boolean,None,String,Ace Pilot's Pattern (Favored),String,"[""Prototype""]",String,prototype,String,false,Boolean,clothing,String,"Your level of proficiency in Piloting increases by three steps (to expertise, from trained to mastery, from proficient to high mastery, or from expertise to grand mastery).",String,ItemModification,String,None,String,,
Core,Ace Pilot's Pattern (Fine),2023-05-30T20:15:16.7457619Z,None,String,None,String,WH,String,Core,String,None,String,None,String,None,String,None,String,None,String,None,String,false,Boolean,None,String,Ace Pilot's Pattern (Fine),String,"[""Premium""]",String,premium,String,false,Boolean,clothing,String,"Your level of proficiency in Piloting increases by two steps (to proficient, from trained to expertise, from proficient to mastery, from expertise to high mastery, or from mastery to grand mastery).",String,ItemModification,String,None,String,,
Core,Acrobat's Pattern (Basic),2023-05-30T20:15:16.7457619Z,None,String,None,String,WH,String,Core,String,None,String,None,String,None,String,None,String,None,String,None,String,false,Boolean,None,String,Acrobat's Pattern (Basic),String,"[""Standard""]",String,standard,String,false,Boolean,clothing,String,"Your level of proficiency in Acrobatics increases by one step (to trained, from trained to proficient, from proficient to expertise, from expertise to mastery, from mastery to high mastery, or from high mastery to grand mastery).",String,ItemModification,String,None,String,,
Core,Acrobat's Pattern (Choice),2023-05-30T20:15:16.7457619Z,None,String,None,String,WH,String,Core,String,None,String,None,String,None,String,None,String,None,String,None,String,false,Boolean,None,String,Acrobat's Pattern (Choice),String,"[""Advanced""]",String,advanced,String,false,Boolean,clothing,String,"Your level of proficiency in Acrobatics increases by four steps (to mastery, from trained to high mastery, or from proficient to grand mastery).",String,ItemModification,String,None,String,,
Core,Acrobat's Pattern (Elite),2023-05-30T20:15:16.7467614Z,None,String,None,String,WH,String,Core,String,None,String,None,String,None,String,None,String,None,String,None,String,false,Boolean,None,String,Acrobat's Pattern (Elite),String,"[""Legendary""]",String,legendary,String,false,Boolean,clothing,String,Your level of proficiency in Acrobatics increases by five steps (to high mastery or from trained to grand mastery).,String,ItemModification,String,None,String,,
Core,Acrobat's Pattern (Exquisite),2023-05-30T20:15:16.1530997Z,None,String,None,String,WH,String,Core,String,None,String,None,String,None,String,None,String,None,String,None,String,false,Boolean,None,String,Acrobat's Pattern (Exquisite),String,"[""Artifact""]",String,artifact,String,false,Boolean,clothing,String,You gain grand mastery in Acrobatics.,String,ItemModification,String,None,String,,
Core,Acrobat's Pattern (Favored),2023-05-30T20:15:16.1530997Z,None,String,None,String,WH,String,Core,String,None,String,None,String,None,String,None,String,None,String,None,String,false,Boolean,None,String,Acrobat's Pattern (Favored),String,"[""Prototype""]",String,prototype,String,false,Boolean,clothing,String,"Your level of proficiency in Acrobatics increases by three steps (to expertise, from trained to mastery, from proficient to high mastery, or from expertise to grand mastery).",String,ItemModification,String,None,String,,
Core,Acrobat's Pattern (Fine),2023-05-30T20:15:16.1540991Z,None,String,None,String,WH,String,Core,String,None,String,None,String,None,String,None,String,None,String,None,String,false,Boolean,None,String,Acrobat's Pattern (Fine),String,"[""Premium""]",String,premium,String,false,Boolean,clothing,String,"Your level of proficiency in Acrobatics increases by two steps (to proficient, from trained to expertise, from proficient to mastery, from expertise to high mastery, or from mastery to grand mastery).",String,ItemModification,String,None,String,,
Core,Active Camouflage Core,2023-05-30T20:15:15.509466Z,None,String,None,String,WH,String,Core,String,Enhancement,String,None,String,None,String,None,String,None,String,None,String,true,Boolean,None,String,Active Camouflage Core,String,"[""Advanced""]",String,advanced,String,false,Boolean,enhancement,String,"As an action, you can activate this augmentation to cast the _infiltrate_ tech power targeting yourself. Intelligence is your tech casting ability for this power, and if you cast it using this augmentation, it does not require concentration. 

**Side Effect:** While this augmentation is active, your speed is reduced by 10. Additionally, it fails to activate if you are submerged in water or other liquids.

_This internal augmentation can be activated to project a distortion field that bends visual light._",String,CyberneticAugmentation,String,None,String, Constitution 13,String
Core,Adapted Armor,2023-05-30T20:15:15.3735443Z,None,String,None,String,WH,String,Core,String,None,String,None,String,Any,String,None,String,None,String,None,String,false,Boolean,None,String,Adapted Armor,String,"[""Prototype""]",String,prototype,String,true,Boolean,any,String,"_**Requires attunement**_
You have resistance to one type of damage while you wear this armor. The DM chooses the type or determines it randomly from the options below.

| d10 | Damage Type |
|:---:|:------------|
|  1  | Acid        |
|  2  | Cold        |
|  3  | Fire        |
|  4  | Force       |
|  5  | Ion         |

| d10 | Damage Type |
|:---:|:------------|
|  6  | Lightning   |
|  7  | Necrotic    |
|  8  | Poison      |
|  9  | Psychic     |
|  10 | Sonic       |

_Those foolhardy enough to not treat a hostile planet as worthy a foe as the ones carrying blasters don't often live long enough to boast about it._",String,Armor,String,None,String,,
Core,Adegan Crystal (Chipped),2023-05-30T20:15:16.2060702Z,None,String,None,String,WH,String,Core,String,None,String,None,String,None,String,None,String,None,String,None,String,false,Boolean,None,String,Adegan Crystal (Chipped),String,"[""Premium""]",String,premium,String,false,Boolean,lightweapon,String,You gain a +1 bonus to damage rolls made with this weapon.,String,ItemModification,String,None,String,,
Core,Adegan Crystal (Cracked),2023-05-30T20:15:16.2060702Z,None,String,None,String,WH,String,Core,String,None,String,None,String,None,String,None,String,None,String,None,String,false,Boolean,None,String,Adegan Crystal (Cracked),String,"[""Standard""]",String,standard,String,false,Boolean,lightweapon,String,You gain a +1 bonus to damage rolls and a -1 penalty to attack rolls made with this weapon.,String,ItemModification,String,None,String,,
Core,Adegan Crystal (Flawed),2023-05-30T20:15:16.2060702Z,None,String,None,String,WH,String,Core,String,None,String,None,String,None,String,None,String,None,String,None,String,false,Boolean,None,String,Adegan Crystal (Flawed),String,"[""Prototype""]",String,prototype,String,false,Boolean,lightweapon,String,You gain a +2 bonus to damage rolls made with this weapon.,String,ItemModification,String,None,String,,
Core,Adegan Crystal (Regular),2023-05-30T20:15:16.2060702Z,None,String,None,String,WH,String,Core,String,None,String,None,String,None,String,None,String,None,String,None,String,false,Boolean,None,String,Adegan Crystal (Regular),String,"[""Advanced""]",String,advanced,String,false,Boolean,lightweapon,String,You gain a +3 bonus to damage rolls made with this weapon.,String,ItemModification,String,None,String,,
Core,Agile Armoring Mk I,2023-05-30T20:15:16.1750867Z,None,String,None,String,WH,String,Core,String,None,String,None,String,None,String,None,String,None,String,None,String,true,Boolean,None,String,Agile Armoring Mk I,String,"[""Standard""]",String,standard,String,false,Boolean,armor,String,"This armor gains the agile 11 property. If it already has the agile property, its agile number increases by one step (from 11 to 13, 13 to 15, 15 to 17, 17 to 19, or 19 to 21).",String,ItemModification,String,None,String, Armor,String
Core,Agile Armoring Mk II,2023-05-30T20:15:16.1750867Z,None,String,None,String,WH,String,Core,String,None,String,None,String,None,String,None,String,None,String,None,String,true,Boolean,None,String,Agile Armoring Mk II,String,"[""Premium""]",String,premium,String,false,Boolean,armor,String,"This armor gains the agile 13 property. If it already has the agile property, its agile number increases by two steps (from 11 to 15, 13 to 17, 15 to 19, or 17 to 21).",String,ItemModification,String,None,String, Armor,String
Core,Agile Armoring Mk III,2023-05-30T20:15:16.1750867Z,None,String,None,String,WH,String,Core,String,None,String,None,String,None,String,None,String,None,String,None,String,true,Boolean,None,String,Agile Armoring Mk III,String,"[""Prototype""]",String,prototype,String,false,Boolean,armor,String,"This armor gains the agile 15 property. If it already has the agile property, its agile number increases by three steps (from 11 to 17, 13 to 19, or 15 to 21).",String,ItemModification,String,None,String, Armor,String
Core,Agile Armoring Mk IV,2023-05-30T20:15:16.1750867Z,None,String,None,String,WH,String,Core,String,None,String,None,String,None,String,None,String,None,String,None,String,true,Boolean,None,String,Agile Armoring Mk IV,String,"[""Advanced""]",String,advanced,String,false,Boolean,armor,String,"This armor gains the agile 17 property. If it already has the agile property, its agile number increases by four steps (from 11 to 19 or 13 to 21).",String,ItemModification,String,None,String, Armor,String
Core,Agile Armoring Mk V,2023-05-30T20:15:16.1750867Z,None,String,None,String,WH,String,Core,String,None,String,None,String,None,String,None,String,None,String,None,String,true,Boolean,None,String,Agile Armoring Mk V,String,"[""Legendary""]",String,legendary,String,false,Boolean,armor,String,"This armor gains the agile 19 property. If it already has the agile property, its agile number increases by five steps (from 11 to 21).",String,ItemModification,String,None,String, Armor,String
Core,Agile Armoring Mk VI,2023-05-30T20:15:16.1750867Z,None,String,None,String,WH,String,Core,String,None,String,None,String,None,String,None,String,None,String,None,String,true,Boolean,None,String,Agile Armoring Mk VI,String,"[""Artifact""]",String,artifact,String,false,Boolean,armor,String,"This armor gains the agile 21 property. If it already has the agile property, its agile number increases to 21.",String,ItemModification,String,None,String, Armor,String
Core,Alacrity Adrenal (Basic),2023-05-30T20:15:15.3755444Z,None,String,Adrenals,String,WH,String,Core,String,None,String,None,String,None,String,None,String,None,String,None,String,false,Boolean,None,String,Alacrity Adrenal (Basic),String,"[""Standard""]",String,standard,String,false,Boolean,adrenal,String,"As an action, you can administer this adrenal to a creature within 5 feet. When you administer this adrenal, the target's speed increases by 10 feet. This effect lasts for 1 minute. A creature can benefit from only one adrenal at a time. ",String,Consumable,String,None,String,,
Core,Alacrity Adrenal (Champion),2023-05-30T20:15:15.3765416Z,None,String,Adrenals,String,WH,String,Core,String,None,String,None,String,None,String,None,String,None,String,None,String,false,Boolean,None,String,Alacrity Adrenal (Champion),String,"[""Artifact""]",String,artifact,String,false,Boolean,adrenal,String,"As an action, you can administer this adrenal to a creature within 5 feet. When you administer this adrenal, the target's speed increases by 60 feet. This effect lasts for 1 minute. A creature can benefit from only one adrenal at a time. ",String,Consumable,String,None,String,,
Core,Alacrity Adrenal (Exceptional),2023-05-30T20:15:15.3765416Z,None,String,Adrenals,String,WH,String,Core,String,None,String,None,String,None,String,None,String,None,String,None,String,false,Boolean,None,String,Alacrity Adrenal (Exceptional),String,"[""Legendary""]",String,legendary,String,false,Boolean,adrenal,String,"As an action, you can administer this adrenal to a creature within 5 feet. When you administer this adrenal, the target's speed increases by 50 feet. This effect lasts for 1 minute. A creature can benefit from only one adrenal at a time. ",String,Consumable,String,None,String,,
Core,Alacrity Adrenal (Fine),2023-05-30T20:15:15.3765416Z,None,String,Adrenals,String,WH,String,Core,String,None,String,None,String,None,String,None,String,None,String,None,String,false,Boolean,None,String,Alacrity Adrenal (Fine),String,"[""Premium""]",String,premium,String,false,Boolean,adrenal,String,"As an action, you can administer this adrenal to a creature within 5 feet. When you administer this adrenal, the target's speed increases by 20 feet. This effect lasts for 1 minute. A creature can benefit from only one adrenal at a time. ",String,Consumable,String,None,String,,
Core,Alacrity Adrenal (Improved),2023-05-30T20:15:15.3765416Z,None,String,Adrenals,String,WH,String,Core,String,None,String,None,String,None,String,None,String,None,String,None,String,false,Boolean,None,String,Alacrity Adrenal (Improved),String,"[""Prototype""]",String,prototype,String,false,Boolean,adrenal,String,"As an action, you can administer this adrenal to a creature within 5 feet. When you administer this adrenal, the target's speed increases by 30 feet. This effect lasts for 1 minute. A creature can benefit from only one adrenal at a time. ",String,Consumable,String,None,String,,
Core,Alacrity Adrenal (Superior),2023-05-30T20:15:15.3765416Z,None,String,Adrenals,String,WH,String,Core,String,None,String,None,String,None,String,None,String,None,String,None,String,false,Boolean,None,String,Alacrity Adrenal (Superior),String,"[""Advanced""]",String,advanced,String,false,Boolean,adrenal,String,"As an action, you can administer this adrenal to a creature within 5 feet. When you administer this adrenal, the target's speed increases by 40 feet. This effect lasts for 1 minute. A creature can benefit from only one adrenal at a time. ",String,Consumable,String,None,String,,
Core,Amplifying Barrel (Basic),2023-05-30T20:15:16.184082Z,None,String,None,String,WH,String,Core,String,None,String,None,String,None,String,None,String,None,String,None,String,false,Boolean,None,String,Amplifying Barrel (Basic),String,"[""Standard""]",String,standard,String,false,Boolean,blaster,String,You gain a +1 bonus to damage rolls and a -1 penalty to attack rolls made with this weapon.,String,ItemModification,String,None,String,,
